UniteDescriptor;ClassNameForDebug;Nationalite;MotherCountry;UnitConcealmentBonus;ArmorDescriptorFront;ArmorDescriptorSides;ArmorDescriptorRear;ArmorDescriptorTop;MaxDamages;HitRollECM;NbSoldatInGroupeCombat;MaxSpeed;RoadSpeed;SpeedBonusOnRoad;MaxAcceleration;MaxDeceleration;TempsDemiTour;FuelCapacity;FuelMoveDuration;Autonomy;OpticalStrength;OpticalStrengthAltitude;IdentifyBaseProbability;TimeBetweenEachIdentifyRoll;TransportedSoldier;IsTowable;ProductionYear;UnitAttackValue;UnitDefenseValue;EvacuationTime;TravelDuration;RoleList;SpecialtiesList;Factory;Resource_CommandPoints;Resource_Tickets;RevealInfluence;UpgradeFromUnit;SupplyCapacity;UnlockableOrders;WeaponDescriptor;DeploymentShift;Altitude;AltitudeMax;AltitudeMin;AltitudeMinForRoll;MinRollSpeedForRoll;Speed;AgilityRadius;PitchAngle;RollAngle;PitchSpeed;RollSpeed;UpwardSpeed;TorqueManoeuvrability;CyclicManoeuvrability;MaxInclination;GFactorLimit;RotorArea
"Descriptor_Unit_ATteam_Milan_1_RFA";"Unit_ATteam_Milan_1_RFA";"ENationaliteAllied";"RFA";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";2.0;0.0;;20.25;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"ATteam_Milan_1_RFA";0;0;1;1;;;"tank_C";"['AT']";"EDefaultFactoriesInfantry";45;3;0;"Descriptor_Unit_ATteam_RCL_M40A1_RFA";;"Descriptor_OrderAvailability_ATteam_Milan_1_RFA";"WeaponDescriptor_ATteam_Milan_1_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_ATteam_Milan_1_UK";"Unit_ATteam_Milan_1_UK";"ENationaliteAllied";"UK";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";2.0;0.0;;20.25;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"ATteam_Milan_1_UK";0;0;1;1;;;"tank_C";"['AT']";"EDefaultFactoriesInfantry";45;3;0;;;"Descriptor_OrderAvailability_ATteam_Milan_1_UK";"WeaponDescriptor_ATteam_Milan_1_UK";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_ATteam_Milan_2_FR";"Unit_ATteam_Milan_2_FR";"ENationaliteAllied";"FR";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";2.0;0.0;;20.25;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"ATteam_Milan_2_FR";0;0;1;1;;;"tank_B";"['AT']";"EDefaultFactoriesInfantry";75;3;0;"Descriptor_Unit_ATteam_Milan_1_FR";;"Descriptor_OrderAvailability_ATteam_Milan_2_FR";"WeaponDescriptor_ATteam_Milan_2_FR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_ATteam_Milan_2_RFA";"Unit_ATteam_Milan_2_RFA";"ENationaliteAllied";"RFA";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";2.0;0.0;;20.25;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"ATteam_Milan_2_RFA";0;0;1;1;;;"tank_A";"['AT']";"EDefaultFactoriesInfantry";75;3;0;"Descriptor_Unit_ATteam_Milan_1_RFA";;"Descriptor_OrderAvailability_ATteam_Milan_2_RFA";"WeaponDescriptor_ATteam_Milan_2_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_ATteam_Milan_2_UK";"Unit_ATteam_Milan_2_UK";"ENationaliteAllied";"UK";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";2.0;0.0;;20.25;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"ATteam_Milan_2_UK";0;0;1;1;;;"tank_B";"['AT']";"EDefaultFactoriesInfantry";75;3;0;"Descriptor_Unit_ATteam_Milan_1_UK";;"Descriptor_OrderAvailability_ATteam_Milan_2_UK";"WeaponDescriptor_ATteam_Milan_2_UK";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_ATteam_Milan_2_para_RFA";"Unit_ATteam_Milan_2_para_RFA";"ENationaliteAllied";"RFA";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";2.0;0.0;;20.25;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"ATteam_Milan_2_para_RFA";0;0;1;1;;;"tank_A";"['AT']";"EDefaultFactoriesInfantry";80;3;0;"Descriptor_Unit_ATteam_Milan_2_RFA";;"Descriptor_OrderAvailability_ATteam_Milan_2_para_RFA";"WeaponDescriptor_ATteam_Milan_2_para_RFA";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_ATteam_RCL_M40A1_RFA";"Unit_ATteam_RCL_M40A1_RFA";"ENationaliteAllied";"RFA";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";2.0;0.0;;20.25;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"ATteam_RCL_M40A1_RFA";0;0;1;1;;;"tank_D";"['AT']";"EDefaultFactoriesInfantry";35;3;0;;;"Descriptor_OrderAvailability_ATteam_RCL_M40A1_RFA";"WeaponDescriptor_ATteam_RCL_M40A1_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_ATteam_RCL_SPG9_DDR";"Unit_ATteam_RCL_SPG9_DDR";"ENationaliteAxis";"DDR";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";2.0;0.0;;20.25;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"ATteam_RCL_SPG9_DDR";0;0;1;1;;;"tank_D";"['AT']";"EDefaultFactoriesInfantry";30;3;0;;;"Descriptor_OrderAvailability_ATteam_RCL_SPG9_DDR";"WeaponDescriptor_ATteam_RCL_SPG9_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_ATteam_RCL_SPG9_FJ_DDR";"Unit_ATteam_RCL_SPG9_FJ_DDR";"ENationaliteAxis";"DDR";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";2.0;0.0;;20.25;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"ATteam_RCL_SPG9_FJ_DDR";0;0;1;1;;;"tank_D";"['AT']";"EDefaultFactoriesInfantry";35;3;0;"Descriptor_Unit_ATteam_RCL_SPG9_DDR";;"Descriptor_OrderAvailability_ATteam_RCL_SPG9_FJ_DDR";"WeaponDescriptor_ATteam_RCL_SPG9_FJ_DDR";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_ATteam_RCL_SPG9_VDV_SOV";"Unit_ATteam_RCL_SPG9_VDV_SOV";"ENationaliteAxis";"SOV";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";2.0;0.0;;20.25;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"ATteam_RCL_SPG9_VDV_SOV";0;0;1;1;;;"tank_D";"['AT']";"EDefaultFactoriesInfantry";35;3;0;;;"Descriptor_OrderAvailability_ATteam_RCL_SPG9_VDV_SOV";"WeaponDescriptor_ATteam_RCL_SPG9_VDV_SOV";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_ATteam_TOW2_US";"Unit_ATteam_TOW2_US";"ENationaliteAllied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";3.0;0.0;;20.25;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"ATteam_TOW2_US";0;0;1;1;;;"tank_A";"['AT']";"EDefaultFactoriesInfantry";85;3;0;"Descriptor_Unit_ATteam_ITOW_US";;"Descriptor_OrderAvailability_ATteam_TOW2_US";"WeaponDescriptor_ATteam_TOW2_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_ATteam_TOW2_para_US";"Unit_ATteam_TOW2_para_US";"ENationaliteAllied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";3.0;0.0;;20.25;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"ATteam_TOW2_para_US";0;0;1;1;;;"tank_A";"['AT']";"EDefaultFactoriesInfantry";90;3;0;"Descriptor_Unit_ATteam_TOW2_US";;"Descriptor_OrderAvailability_ATteam_TOW2_para_US";"WeaponDescriptor_ATteam_TOW2_para_US";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_ATteam_TOW_US";"Unit_ATteam_TOW_US";"ENationaliteAllied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";3.0;0.0;;20.25;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"ATteam_TOW_US";0;1987;1;1;;;"tank_A";"['AT']";"EDefaultFactoriesInfantry";80;3;0;;;"Descriptor_OrderAvailability_ATteam_TOW_US";"WeaponDescriptor_ATteam_TOW_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_AeroRifles_CMD_US";"Unit_AeroRifles_CMD_US";"ENationaliteAllied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";6.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;20;0.26;8.0;"AeroRifles_CMD_US";0;1981;15;25;;;"tank_C";"['hq']";"EDefaultFactoriesInfantry";130;5;0;;;"Descriptor_OrderAvailability_AeroRifles_CMD_US";"WeaponDescriptor_AeroRifles_CMD_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_AeroRifles_US";"Unit_AeroRifles_US";"ENationaliteAllied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";10.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"AeroRifles_US";0;1981;15;25;;;"tank_B";"['infantry']";"EDefaultFactoriesInfantry";55;2;0;"Descriptor_Unit_AeroRifles_CMD_US";;"Descriptor_OrderAvailability_AeroRifles_US";"WeaponDescriptor_AeroRifles_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Airborne_CMD_US";"Unit_Airborne_CMD_US";"ENationaliteAllied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";12.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;20;0.26;8.0;"Airborne_CMD_US";0;1981;15;25;;;"tank_A";"['hq']";"EDefaultFactoriesInfantry";145;5;0;;;"Descriptor_OrderAvailability_Airborne_CMD_US";"WeaponDescriptor_Airborne_CMD_US";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Airborne_Dragon_US";"Unit_Airborne_Dragon_US";"ENationaliteAllied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";10.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"Airborne_Dragon_US";0;1981;15;25;;;"tank_A";"['infantry']";"EDefaultFactoriesInfantry";85;2;0;"Descriptor_Unit_Airborne_half_Dragon_US";;"Descriptor_OrderAvailability_Airborne_Dragon_US";"WeaponDescriptor_Airborne_Dragon_US";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Airborne_Engineer_CMD_US";"Unit_Airborne_Engineer_CMD_US";"ENationaliteAllied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";12.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;20;0.26;8.0;"Airborne_Engineer_CMD_US";0;1981;15;25;;;"tank_B";"['hq']";"EDefaultFactoriesInfantry";135;5;0;;;"Descriptor_OrderAvailability_Airborne_Engineer_CMD_US";"WeaponDescriptor_Airborne_Engineer_CMD_US";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Airborne_Engineers_Flash_US";"Unit_Airborne_Engineers_Flash_US";"ENationaliteAllied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";5.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"Airborne_Engineers_Flash_US";0;1981;15;25;;;"tank_A";"['assault_half']";"EDefaultFactoriesInfantry";35;2;0;"Descriptor_Unit_Airborne_Engineer_CMD_US";;"Descriptor_OrderAvailability_Airborne_Engineers_Flash_US";"WeaponDescriptor_Airborne_Engineers_Flash_US";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Airborne_Engineers_US";"Unit_Airborne_Engineers_US";"ENationaliteAllied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";10.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"Airborne_Engineers_US";0;1981;15;25;;;"tank_A";"['engineer']";"EDefaultFactoriesInfantry";45;2;0;"Descriptor_Unit_Airborne_Engineers_Flash_US";;"Descriptor_OrderAvailability_Airborne_Engineers_US";"WeaponDescriptor_Airborne_Engineers_US";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Airborne_HMG_US";"Unit_Airborne_HMG_US";"ENationaliteAllied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";7.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"Airborne_HMG_US";0;1981;15;25;;;"tank_A";"['infantry']";"EDefaultFactoriesInfantry";60;2;0;;;"Descriptor_OrderAvailability_Airborne_HMG_US";"WeaponDescriptor_Airborne_HMG_US";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Airborne_MP_RCL_US";"Unit_Airborne_MP_RCL_US";"ENationaliteAllied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";5.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"Airborne_MP_RCL_US";0;1981;15;25;;;"tank_D";"['infantry_half']";"EDefaultFactoriesInfantry";40;2;0;"Descriptor_Unit_Airborne_MP_US";;"Descriptor_OrderAvailability_Airborne_MP_RCL_US";"WeaponDescriptor_Airborne_MP_RCL_US";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Airborne_MP_US";"Unit_Airborne_MP_US";"ENationaliteAllied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";5.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"Airborne_MP_US";0;1981;15;25;;;"tank_C";"['infantry_half']";"EDefaultFactoriesInfantry";20;2;0;;;"Descriptor_OrderAvailability_Airborne_MP_US";"WeaponDescriptor_Airborne_MP_US";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Airborne_Scout_US";"Unit_Airborne_Scout_US";"ENationaliteAllied";"US";2.5;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";4.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;191.025;40;0.56;4.0;"Airborne_Scout_US";0;1981;15;25;;;"tank_C";"['reco']";"EDefaultFactoriesRecons";50;3;0;;;"Descriptor_OrderAvailability_Airborne_Scout_US";"WeaponDescriptor_Airborne_Scout_US";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Airborne_US";"Unit_Airborne_US";"ENationaliteAllied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";10.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"Airborne_US";0;1981;15;25;;;"tank_A";"['infantry']";"EDefaultFactoriesInfantry";60;2;0;"Descriptor_Unit_Airborne_Dragon_US";;"Descriptor_OrderAvailability_Airborne_US";"WeaponDescriptor_Airborne_US";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Airborne_half_Dragon_US";"Unit_Airborne_half_Dragon_US";"ENationaliteAllied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";5.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"Airborne_half_Dragon_US";0;1981;15;25;;;"tank_B";"['infantry_half']";"EDefaultFactoriesInfantry";55;2;0;"Descriptor_Unit_Airborne_half_LAW_US";;"Descriptor_OrderAvailability_Airborne_half_Dragon_US";"WeaponDescriptor_Airborne_half_Dragon_US";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Airborne_half_LAW_US";"Unit_Airborne_half_LAW_US";"ENationaliteAllied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";5.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"Airborne_half_LAW_US";0;1981;15;25;;;"tank_B";"['infantry_half']";"EDefaultFactoriesInfantry";35;2;0;"Descriptor_Unit_Airborne_CMD_US";;"Descriptor_OrderAvailability_Airborne_half_LAW_US";"WeaponDescriptor_Airborne_half_LAW_US";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Atteam_Fagot_VDV_SOV";"Unit_Atteam_Fagot_VDV_SOV";"ENationaliteAxis";"SOV";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";2.0;0.0;;20.25;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"Atteam_Fagot_VDV_SOV";0;0;1;1;;;"tank_C";"['AT']";"EDefaultFactoriesInfantry";45;3;0;"Descriptor_Unit_ATteam_RCL_SPG9_VDV_SOV";;"Descriptor_OrderAvailability_Atteam_Fagot_VDV_SOV";"WeaponDescriptor_Atteam_Fagot_VDV_SOV";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Atteam_Konkurs_VDV_SOV";"Unit_Atteam_Konkurs_VDV_SOV";"ENationaliteAxis";"SOV";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";2.0;0.0;;20.25;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"Atteam_Konkurs_VDV_SOV";0;0;1;1;;;"tank_B";"['AT']";"EDefaultFactoriesInfantry";60;3;0;"Descriptor_Unit_Atteam_Fagot_VDV_SOV";;"Descriptor_OrderAvailability_Atteam_Konkurs_VDV_SOV";"WeaponDescriptor_Atteam_Konkurs_VDV_SOV";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_BM21V_GradV_SOV";"Unit_BM21V_GradV_SOV";"ENationaliteAxis";"SOV";1.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;;67.5;;1.0;33.75;69.75;4.0;300;875.0;;42.45;10;0.13;15.0;"BM21V_GradV_SOV";0;1986;60;60;;;"tank_D";"['mlrs']";"EDefaultFactoriesSupport";145;10;0;;;"Descriptor_OrderAvailability_BM21V_GradV_SOV";"WeaponDescriptor_BM21V_GradV_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_BM21_Grad_SOV";"Unit_BM21_Grad_SOV";"ENationaliteAxis";"SOV";1.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;;63.0;;1.1428571428571428;33.75;69.75;4.0;500;750.0;;42.45;10;0.13;15.0;"BM21_Grad_SOV";0;1986;60;60;;;"tank_C";"['mlrs']";"EDefaultFactoriesSupport";240;10;0;"Descriptor_Unit_BM21V_GradV_SOV";;"Descriptor_OrderAvailability_BM21_Grad_SOV";"WeaponDescriptor_BM21_Grad_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_BM27_Uragan_SOV";"Unit_BM27_Uragan_SOV";"ENationaliteAxis";"SOV";1.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;;58.5;;0.6923076923076923;22.5;45.0;7.0;1000;500.0;;42.45;10;0.13;15.0;"BM27_Uragan_SOV";0;1986;60;60;;;"tank_C";"['mlrs']";"EDefaultFactoriesSupport";250;10;0;"Descriptor_Unit_BM21_Grad_SOV";;"Descriptor_OrderAvailability_BM27_Uragan_SOV";"WeaponDescriptor_BM27_Uragan_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_BM30_Smerch_SOV";"Unit_BM30_Smerch_SOV";"ENationaliteAxis";"SOV";1.0;"ArmorDescriptor_Vehicule_2";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;;54.0;;0.8333333333333333;22.5;45.0;7.0;1000;850.0;;42.45;10;0.13;15.0;"BM30_Smerch_SOV";0;1986;60;60;;;"tank_B";"['mlrs']";"EDefaultFactoriesSupport";300;10;0;"Descriptor_Unit_BM27_Uragan_SOV";;"Descriptor_OrderAvailability_BM30_Smerch_SOV";"WeaponDescriptor_BM30_Smerch_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_BMD_1_CMD_SOV";"Unit_BMD_1_CMD_SOV";"ENationaliteAxis";"SOV";1.0;"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";10.0;0.0;;63.0;;0.5714285714285714;22.5;69.75;5.0;450;600.0;;84.9;20;0.26;8.0;"BMD_1_CMD_SOV";0;1987;1;1;;;"tank_D";"['hq']";"EDefaultFactoriesLogistic";110;4;0;"Descriptor_Unit_MTLB_CMD_SOV";;"Descriptor_OrderAvailability_BMD_1_CMD_SOV";"WeaponDescriptor_BMD_1_CMD_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_BMD_1_SOV";"Unit_BMD_1_SOV";"ENationaliteAxis";"SOV";1.0;"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";10.0;0.0;;63.0;;0.5714285714285714;22.5;69.75;5.0;450;600.0;;63.675;20;0.2;10.0;"BMD_1_SOV";0;1987;15;15;;;"tank_D";"['ifv']";"EDefaultFactoriesTanks";25;1;0;;;"Descriptor_OrderAvailability_BMD_1_SOV";"WeaponDescriptor_BMD_1_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_BMD_2_SOV";"Unit_BMD_2_SOV";"ENationaliteAxis";"SOV";1.0;"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";10.0;0.0;;63.0;;0.5714285714285714;22.5;69.75;5.0;500;600.0;;63.675;20;0.2;10.0;"BMD_2_SOV";0;1987;15;15;;;"tank_D";"['ifv']";"EDefaultFactoriesTanks";30;1;0;"Descriptor_Unit_BMD_1_SOV";;"Descriptor_OrderAvailability_BMD_2_SOV";"WeaponDescriptor_BMD_2_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_BMP_1PG_SOV";"Unit_BMP_1PG_SOV";"ENationaliteAxis";"SOV";1.0;"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";10.0;0.0;;54.0;;0.8333333333333333;22.5;45.0;7.0;450;600.0;;63.675;20;0.2;10.0;"BMP_1PG_SOV";0;1987;15;15;;;"tank_C";"['ifv']";"EDefaultFactoriesTanks";35;1;0;"Descriptor_Unit_BMP_1P_SOV";;"Descriptor_OrderAvailability_BMP_1PG_SOV";"WeaponDescriptor_BMP_1PG_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_BMP_1P_DDR";"Unit_BMP_1P_DDR";"ENationaliteAxis";"DDR";1.0;"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";10.0;0.0;;54.0;;0.8333333333333333;22.5;45.0;7.0;450;600.0;;63.675;20;0.2;10.0;"BMP_1P_DDR";0;1987;15;15;;;"tank_C";"['ifv']";"EDefaultFactoriesTanks";35;1;0;"Descriptor_Unit_BMP_1_SP2_DDR";;"Descriptor_OrderAvailability_BMP_1P_DDR";"WeaponDescriptor_BMP_1P_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_BMP_1P_SOV";"Unit_BMP_1P_SOV";"ENationaliteAxis";"SOV";1.0;"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";10.0;0.0;;54.0;;0.8333333333333333;22.5;45.0;7.0;450;600.0;;63.675;20;0.2;10.0;"BMP_1P_SOV";0;1987;15;15;;;"tank_C";"['ifv']";"EDefaultFactoriesTanks";35;1;0;"Descriptor_Unit_MTLB_transp_SOV";;"Descriptor_OrderAvailability_BMP_1P_SOV";"WeaponDescriptor_BMP_1P_SOV";;;;;;;;;;;;;;;;;;
