UniteDescriptor;ClassNameForDebug;Nationalite;MotherCountry;UnitConcealmentBonus;ArmorDescriptorFront;ArmorDescriptorSides;ArmorDescriptorRear;ArmorDescriptorTop;MaxDamages;HitRollECM;Dangerousness;NbSoldatInGroupeCombat;MaxSpeed;RoadSpeed;SpeedBonusOnRoad;MaxAcceleration;MaxDeceleration;TempsDemiTour;FuelCapacity;FuelMoveDuration;Autonomy;OpticalStrength;OpticalStrengthAltitude;IdentifyBaseProbability;TimeBetweenEachIdentifyRoll;ProductionYear;IsTransporter;IsPlane;UnitAttackValue;UnitDefenseValue;EvacuationTime;TravelDuration;RoleList;SpecialtiesList;Factory;Resource_CommandPoints;RevealInfluence;UpgradeFromUnit;SupplyCapacity;UnlockableOrders;WeaponDescriptor;DeploymentShift;Altitude;AltitudeMax;AltitudeMin;AltitudeMinForRoll;MinRollSpeedForRoll;Speed;AgilityRadius;PitchAngle;RollAngle;PitchSpeed;RollSpeed;UpwardSpeed;TorqueManoeuvrability;CyclicManoeuvrability;MaxInclination;GFactorLimit;RotorArea
"Descriptor_Unit_BMP_1_CMD_SOV";"Unit_BMP_1_CMD_SOV";"Axis";"SOV";1.0;"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;123.9;;54.0;;0.8333333333333333;22.5;45.0;7.0;450;600.0;;80;20;0.26;8.0;1987;1;0;1;3;;;"tank_C";"['hq']";"Logistic";160;0;;;"Descriptor_OrderAvailability_BMP_1_CMD_SOV";"WeaponDescriptor_BMP_1_CMD_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_BMP_1_SP1_DDR";"Unit_BMP_1_SP1_DDR";"Axis";"DDR";1.0;"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;11.9;;54.0;;0.8333333333333333;22.5;45.0;7.0;450;600.0;;60;20;0.2;10.0;1987;1;0;1;1;;;"tank_C";"['ifv']";"Tanks";25;0;"Descriptor_Unit_BTR_50_DDR";;"Descriptor_OrderAvailability_BMP_1_SP1_DDR";"WeaponDescriptor_BMP_1_SP1_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_BMP_1_SP2_DDR";"Unit_BMP_1_SP2_DDR";"Axis";"DDR";1.0;"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;123.9;;54.0;;0.8333333333333333;22.5;45.0;7.0;450;600.0;;60;20;0.2;10.0;1987;1;0;1;1;;;"tank_C";"['ifv']";"Tanks";30;0;"Descriptor_Unit_BMP_1_SP1_DDR";;"Descriptor_OrderAvailability_BMP_1_SP2_DDR";"WeaponDescriptor_BMP_1_SP2_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_BMP_2_SOV";"Unit_BMP_2_SOV";"Axis";"SOV";1.0;"ArmorDescriptor_Blindage_4";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;39.38;;58.5;;0.6923076923076923;22.5;45.0;7.0;500;600.0;;60;20;0.2;10.0;1987;1;0;1;1;;;"tank_B";"['ifv']";"Tanks";40;0;"Descriptor_Unit_BMP_1PG_SOV";;"Descriptor_OrderAvailability_BMP_2_SOV";"WeaponDescriptor_BMP_2_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_BMP_3_SOV";"Unit_BMP_3_SOV";"Axis";"SOV";1.0;"ArmorDescriptor_Blindage_5";"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_2";10.0;0.0;32.95;;63.0;;0.5714285714285714;22.5;69.75;5.0;500;600.0;;60;20;0.2;10.0;1987;1;0;1;1;;;"tank_A";"['ifv']";"Tanks";55;0;"Descriptor_Unit_BMP_2_SOV";;"Descriptor_OrderAvailability_BMP_3_SOV";"WeaponDescriptor_BMP_3_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_BRDM_2_CMD_DDR";"Unit_BRDM_2_CMD_DDR";"Axis";"DDR";1.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;;;90.0;;0.5;33.75;69.75;3.0;300;800.0;;80;20;0.26;8.0;0;0;0;1;2;;;"tank_D";"['hq']";"Logistic";100;0;;;"Descriptor_OrderAvailability_BRDM_2_CMD_DDR";;;;;;;;;;;;;;;;;;;
"Descriptor_Unit_BRDM_2_CMD_SOV";"Unit_BRDM_2_CMD_SOV";"Axis";"SOV";1.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;;;90.0;;0.5;33.75;69.75;3.0;300;750.0;;80;20;0.26;8.0;1987;0;0;1;2;;;"tank_D";"['hq']";"Logistic";100;0;;;"Descriptor_OrderAvailability_BRDM_2_CMD_SOV";;;;;;;;;;;;;;;;;;;
"Descriptor_Unit_BRDM_2_DDR";"Unit_BRDM_2_DDR";"Axis";"DDR";1.5;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;10.0;;90.0;;0.5;33.75;69.75;3.0;319;850.0;;120;40;0.4;5.0;0;0;0;1;1;;;"tank_D";"['reco']";"Recons";40;0;;;"Descriptor_OrderAvailability_BRDM_2_DDR";"WeaponDescriptor_BRDM_2_DDR";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_BRDM_2_Konkurs_SOV";"Unit_BRDM_2_Konkurs_SOV";"Axis";"SOV";1.5;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;25.0;;72.0;;0.875;33.75;69.75;4.0;300;750.0;;80;40;0.26;8.0;1987;0;0;1;1;;;"tank_C";"['AT']";"Tanks";80;0;;;"Descriptor_OrderAvailability_BRDM_2_Konkurs_SOV";"WeaponDescriptor_BRDM_2_Konkurs_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_BRDM_2_SOV";"Unit_BRDM_2_SOV";"Axis";"SOV";1.5;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;85.0;;90.0;;0.5;33.75;69.75;3.0;300;750.0;;120;40;0.4;5.0;1987;0;0;1;1;;;"tank_C";"['reco']";"Recons";40;0;;;"Descriptor_OrderAvailability_BRDM_2_SOV";"WeaponDescriptor_BRDM_2_SOV";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_BRDM_Konkurs_DDR";"Unit_BRDM_Konkurs_DDR";"Axis";"DDR";1.5;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;25.0;;72.0;;0.875;33.75;69.75;4.0;300;750.0;;80;40;0.26;8.0;1987;0;0;1;1;;;"tank_C";"['AT']";"Tanks";80;0;;;"Descriptor_OrderAvailability_BRDM_Konkurs_DDR";"WeaponDescriptor_BRDM_Konkurs_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_BRDM_Strela_1_SOV";"Unit_BRDM_Strela_1_SOV";"Axis";"SOV";1.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;26.4;;90.0;;0.5;33.75;69.75;3.0;290;750.0;;60;120;0.2;10.0;1989;0;0;1;2;;;"tank_D";"['AA']";"AT";55;0;;;"Descriptor_OrderAvailability_BRDM_Strela_1_SOV";"WeaponDescriptor_BRDM_Strela_1_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_BRM_1_DDR";"Unit_BRM_1_DDR";"Axis";"DDR";1.5;"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;11.9;;54.0;;0.8333333333333333;22.5;45.0;7.0;460;600.0;;220;40;0.73;3.0;1987;0;0;1;1;;;"tank_B";"['reco']";"Recons";70;0;"Descriptor_Unit_BMP_1P_reco_DDR";;"Descriptor_OrderAvailability_BRM_1_DDR";"WeaponDescriptor_BRM_1_DDR";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_BRM_1_SOV";"Unit_BRM_1_SOV";"Axis";"SOV";1.5;"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;16.9;;54.0;;0.8333333333333333;22.5;45.0;7.0;460;600.0;;220;40;0.73;3.0;1987;0;0;1;1;;;"tank_B";"['reco']";"Recons";70;0;"Descriptor_Unit_BMP_1P_reco_SOV";;"Descriptor_OrderAvailability_BRM_1_SOV";"WeaponDescriptor_BRM_1_SOV";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_BTR_50_CMD_DDR";"Unit_BTR_50_CMD_DDR";"Axis";"DDR";1.0;"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;;;40.5;;1.4444444444444446;22.5;45.0;7.0;375;500.0;;80;20;0.26;8.0;0;0;0;1;2;;;"tank_D";"['hq']";"Logistic";100;0;;;"Descriptor_OrderAvailability_BTR_50_CMD_DDR";;;;;;;;;;;;;;;;;;;
"Descriptor_Unit_BTR_50_DDR";"Unit_BTR_50_DDR";"Axis";"DDR";1.0;"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;5.0;;40.5;;1.4444444444444446;22.5;45.0;7.0;375;500.0;;40;10;0.13;15.0;0;1;0;1;1;;;"tank_B";"['transport']";"Tanks";20;0;"Descriptor_Unit_MTLB_trans_DDR";;"Descriptor_OrderAvailability_BTR_50_DDR";"WeaponDescriptor_BTR_50_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_BTR_60_CMD_SOV";"Unit_BTR_60_CMD_SOV";"Axis";"SOV";1.0;"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;15.0;;72.0;;0.875;33.75;69.75;4.0;350;500.0;;80;20;0.26;8.0;1987;1;0;1;3;;;"tank_C";"['hq']";"Logistic";130;1;"Descriptor_Unit_BRDM_2_CMD_SOV";;"Descriptor_OrderAvailability_BTR_60_CMD_SOV";"WeaponDescriptor_BTR_60_CMD_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_BTR_60_SOV";"Unit_BTR_60_SOV";"Axis";"SOV";1.0;"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;15.0;;72.0;;0.875;33.75;69.75;4.0;350;500.0;;40;10;0.13;15.0;1987;1;0;1;1;;;"tank_B";"['transport']";"Tanks";20;1;;;"Descriptor_OrderAvailability_BTR_60_SOV";"WeaponDescriptor_BTR_60_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_BTR_70_DDR";"Unit_BTR_70_DDR";"Axis";"DDR";1.0;"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;15.0;;72.0;;0.875;33.75;69.75;4.0;350;500.0;;40;10;0.13;15.0;1987;1;0;1;1;;;"tank_B";"['transport']";"Tanks";20;1;;;"Descriptor_OrderAvailability_BTR_70_DDR";"WeaponDescriptor_BTR_70_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Buk_9K37M_SOV";"Unit_Buk_9K37M_SOV";"Axis";"SOV";1.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;77.8;;45.0;;1.0;18.0;45.0;8.0;500;500.0;;60;250;0.2;10.0;1989;0;0;1;5;;;"tank_A";"['AA']";"AT";170;0;"Descriptor_Unit_2K12_KUB_SOV";;"Descriptor_OrderAvailability_Buk_9K37M_SOV";"WeaponDescriptor_Buk_9K37M_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Engineer_CMD_US";"Unit_Engineer_CMD_US";"Allied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";5.0;0.0;4.95;;24.75;;0.0;13.5;69.75;0.1;;;;80;20;0.26;8.0;1981;0;0;2;2;;;"tank_D";"['hq']";"Infantry";110;0;;;"Descriptor_OrderAvailability_Engineer_CMD_US";"WeaponDescriptor_Engineer_CMD_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Engineers_AT_RFA";"Unit_Engineers_AT_RFA";"Allied";"RFA";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";10.0;0.0;25.16;;24.75;;0.0;13.5;69.75;0.1;;;;80;40;0.26;8.0;1981;0;0;3;3;;;"tank_C";"['infantry']";"Infantry";55;0;"Descriptor_Unit_Engineers_Flam_RFA";;"Descriptor_OrderAvailability_Engineers_AT_RFA";"WeaponDescriptor_Engineers_AT_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Engineers_CMD_DDR";"Unit_Engineers_CMD_DDR";"Axis";"DDR";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";4.0;0.0;12.96;;24.75;;0.0;13.5;69.75;0.1;;;;80;20;0.26;8.0;1981;0;0;3;3;;;"tank_C";"['hq']";"Infantry";130;0;;;"Descriptor_OrderAvailability_Engineers_CMD_DDR";"WeaponDescriptor_Engineers_CMD_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Engineers_CMD_RFA";"Unit_Engineers_CMD_RFA";"Allied";"RFA";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";5.0;0.0;13.0;;24.75;;0.0;13.5;69.75;0.1;;;;80;20;0.26;8.0;0;0;0;3;3;;;"tank_C";"['hq']";"Infantry";130;0;;;"Descriptor_OrderAvailability_Engineers_CMD_RFA";"WeaponDescriptor_Engineers_CMD_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Engineers_CMD_SOV";"Unit_Engineers_CMD_SOV";"Axis";"SOV";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";4.0;0.0;12.96;;24.75;;0.0;13.5;69.75;0.1;;;;80;20;0.26;8.0;1981;0;0;3;3;;;"tank_C";"['hq']";"Infantry";130;0;;;"Descriptor_OrderAvailability_Engineers_CMD_SOV";"WeaponDescriptor_Engineers_CMD_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Engineers_DDR";"Unit_Engineers_DDR";"Axis";"DDR";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";8.0;0.0;19.74;;24.75;;0.0;13.5;69.75;0.1;;;;80;40;0.26;8.0;1981;0;0;3;3;;;"tank_C";"['infantry']";"Infantry";40;0;"Descriptor_Unit_Engineers_CMD_DDR";;"Descriptor_OrderAvailability_Engineers_DDR";"WeaponDescriptor_Engineers_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Engineers_Dragon_US";"Unit_Engineers_Dragon_US";"Allied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";10.0;0.0;19.9;;24.75;;0.0;13.5;69.75;0.1;;;;80;40;0.26;8.0;1981;0;0;3;3;;;"tank_C";"['infantry']";"Infantry";40;0;"Descriptor_Unit_Engineers_Flash_US";;"Descriptor_OrderAvailability_Engineers_Dragon_US";"WeaponDescriptor_Engineers_Dragon_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Engineers_Flam_DDR";"Unit_Engineers_Flam_DDR";"Axis";"DDR";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";8.0;0.0;31.75;;24.75;;0.0;13.5;69.75;0.1;;;;80;40;0.26;8.0;1981;0;0;5;5;;;"tank_A";"['infantry']";"Infantry";65;0;"Descriptor_Unit_Engineers_DDR";;"Descriptor_OrderAvailability_Engineers_Flam_DDR";"WeaponDescriptor_Engineers_Flam_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Engineers_Flam_RFA";"Unit_Engineers_Flam_RFA";"Allied";"RFA";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";10.0;0.0;17.0;;24.75;;0.0;13.5;69.75;0.1;;;;80;40;0.26;8.0;1981;0;0;3;3;;;"tank_C";"['assault_half']";"Infantry";35;0;"Descriptor_Unit_Engineers_RFA";;"Descriptor_OrderAvailability_Engineers_Flam_RFA";"WeaponDescriptor_Engineers_Flam_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Engineers_Flam_SOV";"Unit_Engineers_Flam_SOV";"Axis";"SOV";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";8.0;0.0;19.74;;24.75;;0.0;13.5;69.75;0.1;;;;80;40;0.26;8.0;1981;0;0;3;3;;;"tank_C";"['engineer']";"Infantry";40;0;"Descriptor_Unit_Engineers_SOV";;"Descriptor_OrderAvailability_Engineers_Flam_SOV";"WeaponDescriptor_Engineers_Flam_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Engineers_Flash_US";"Unit_Engineers_Flash_US";"Allied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";5.0;0.0;11.95;;24.75;;0.0;13.5;69.75;0.1;;;;80;40;0.26;8.0;1981;0;0;2;2;;;"tank_D";"['assault_half']";"Infantry";25;0;"Descriptor_Unit_Engineers_US";;"Descriptor_OrderAvailability_Engineers_Flash_US";"WeaponDescriptor_Engineers_Flash_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Engineers_RFA";"Unit_Engineers_RFA";"Allied";"RFA";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";10.0;0.0;25.16;;24.75;;0.0;13.5;69.75;0.1;;;;80;40;0.26;8.0;1981;0;0;4;4;;;"tank_B";"['infantry']";"Infantry";55;0;"Descriptor_Unit_Engineers_CMD_RFA";;"Descriptor_OrderAvailability_Engineers_RFA";"WeaponDescriptor_Engineers_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Engineers_SOV";"Unit_Engineers_SOV";"Axis";"SOV";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";8.0;0.0;19.74;;24.75;;0.0;13.5;69.75;0.1;;;;80;40;0.26;8.0;1981;0;0;3;3;;;"tank_C";"['engineer']";"Infantry";40;0;"Descriptor_Unit_Engineers_CMD_SOV";;"Descriptor_OrderAvailability_Engineers_SOV";"WeaponDescriptor_Engineers_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Engineers_US";"Unit_Engineers_US";"Allied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";10.0;0.0;21.72;;24.75;;0.0;13.5;69.75;0.1;;;;80;40;0.26;8.0;1981;0;0;4;4;;;"tank_B";"['engineer']";"Infantry";45;0;"Descriptor_Unit_Engineer_CMD_US";;"Descriptor_OrderAvailability_Engineers_US";"WeaponDescriptor_Engineers_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_FV101_Scorpion_BEL";"Unit_FV101_Scorpion_BEL";"Allied";"BEL";1.5;"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;11.51;;72.0;;0.375;22.5;69.75;5.0;420;650.0;;120;40;0.4;5.0;1985;0;0;1;1;;;"tank_C";"['reco']";"Recons";40;0;;;"Descriptor_OrderAvailability_FV101_Scorpion_BEL";"WeaponDescriptor_FV101_Scorpion_BEL";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_FV102_Striker_BEL";"Unit_FV102_Striker_BEL";"Allied";"BEL";1.5;"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;25.0;;72.0;;0.375;22.5;69.75;5.0;360;480.0;;80;40;0.26;8.0;1979;0;0;1;1;;;"tank_C";"['AT']";"Tanks";80;0;;;"Descriptor_OrderAvailability_FV102_Striker_BEL";"WeaponDescriptor_FV102_Striker_BEL";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_FV102_Striker_UK";"Unit_FV102_Striker_UK";"Axis";"UK";1.5;"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;25.0;;72.0;;0.375;22.5;69.75;5.0;360;480.0;;80;40;0.26;8.0;1979;0;0;1;1;;;"tank_C";"['AT']";"Tanks";80;0;;;"Descriptor_OrderAvailability_FV102_Striker_UK";"WeaponDescriptor_FV102_Striker_UK";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_FV103_Spartan_BEL";"Unit_FV103_Spartan_BEL";"Allied";"BEL";1.0;"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;5.0;;72.0;;0.375;22.5;69.75;5.0;350;500.0;;40;10;0.13;15.0;1964;1;0;1;1;;;"tank_B";"['transport']";"Tanks";20;0;;;"Descriptor_OrderAvailability_FV103_Spartan_BEL";"WeaponDescriptor_FV103_Spartan_BEL";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_FV103_Spartan_UK";"Unit_FV103_Spartan_UK";"Axis";"UK";1.0;"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;5.0;;72.0;;0.375;22.5;69.75;5.0;350;500.0;;40;10;0.13;15.0;1964;1;0;1;1;;;"tank_B";"['transport']";"Tanks";20;0;;;"Descriptor_OrderAvailability_FV103_Spartan_UK";"WeaponDescriptor_FV103_Spartan_UK";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_FV105_Sultan_BEL";"Unit_FV105_Sultan_BEL";"Allied";"BEL";1.0;"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;;;72.0;;0.375;22.5;69.75;5.0;350;350.0;;80;20;0.26;8.0;1964;0;0;1;2;;;"tank_D";"['hq']";"Logistic";100;1;;;"Descriptor_OrderAvailability_FV105_Sultan_BEL";"WeaponDescriptor_FV105_Sultan_BEL";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_FV107_Scimitar_BEL";"Unit_FV107_Scimitar_BEL";"Allied";"BEL";1.5;"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;15.47;;72.0;;0.375;22.5;69.75;5.0;500;650.0;;120;40;0.4;5.0;1987;0;0;1;1;;;"tank_B";"['reco']";"Recons";60;0;"Descriptor_Unit_FV101_Scorpion_BEL";;"Descriptor_OrderAvailability_FV107_Scimitar_BEL";"WeaponDescriptor_FV107_Scimitar_BEL";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Fallschirm_RFA";"Unit_Fallschirm_RFA";"Allied";"RFA";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";8.0;0.0;25.74;;24.75;;0.0;13.5;69.75;0.1;;;;80;40;0.26;8.0;1981;0;0;4;4;;;"tank_B";"['infantry']";"Infantry";55;0;"Descriptor_Unit_Fallschirmjager_CMD_RFA";;"Descriptor_OrderAvailability_Fallschirm_RFA";"WeaponDescriptor_Fallschirm_RFA";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Fallschirmjager_CMD_DDR";"Unit_Fallschirmjager_CMD_DDR";"Axis";"DDR";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";4.0;0.0;10.96;;24.75;;0.0;13.5;69.75;0.1;;;;80;20;0.26;8.0;0;0;0;3;3;;;"tank_C";"['hq']";"Infantry";125;0;;;"Descriptor_OrderAvailability_Fallschirmjager_CMD_DDR";"WeaponDescriptor_Fallschirmjager_CMD_DDR";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Fallschirmjager_CMD_RFA";"Unit_Fallschirmjager_CMD_RFA";"Allied";"RFA";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";6.0;0.0;7.26;;24.75;;0.0;13.5;69.75;0.1;;;;80;20;0.26;8.0;0;0;0;2;2;;;"tank_D";"['hq']";"Infantry";115;0;;;"Descriptor_OrderAvailability_Fallschirmjager_CMD_RFA";"WeaponDescriptor_Fallschirmjager_CMD_RFA";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Fallschirmjager_DDR";"Unit_Fallschirmjager_DDR";"Axis";"DDR";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";8.0;0.0;21.93;;24.75;;0.0;13.5;69.75;0.1;;;;80;40;0.26;8.0;1981;0;0;4;4;;;"tank_B";"['infantry']";"Infantry";45;0;"Descriptor_Unit_Fallschirmjager_CMD_DDR";;"Descriptor_OrderAvailability_Fallschirmjager_DDR";"WeaponDescriptor_Fallschirmjager_DDR";3533.5689045936397;;;;;;;;;;;;;;;;;
